project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-PAAD	7e4e5633-6f83-4b46-b6eb-64b3f2866ba3	TCGA-H6-8124	0fc0fe04-ddc5-4b20-a3fc-5f2fcdff6782	TCGA-H6-8124-11A	ff65623f-c163-476f-8dd1-c728a98e51a0	TCGA-H6-8124-11A-01	e1f3c73b-3df0-4b60-9a72-c7125d0fefc0	TCGA-H6-8124-11A-01R	'--	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.31	7.5	UV Spec	released	'--
TCGA-PAAD	7e4e5633-6f83-4b46-b6eb-64b3f2866ba3	TCGA-H6-8124	1c16619f-c448-430c-9965-3c34b8415514	TCGA-H6-8124-01A	5f5255b5-9c19-4d54-8ea9-11222e49719b	TCGA-H6-8124-01A-11	646267af-e3f9-467f-95e1-2103da97e876	TCGA-H6-8124-01A-11R	'--	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.3	7.6	UV Spec	released	'--
TCGA-PAAD	7e4e5633-6f83-4b46-b6eb-64b3f2866ba3	TCGA-H6-8124	1c16619f-c448-430c-9965-3c34b8415514	TCGA-H6-8124-01A	5f5255b5-9c19-4d54-8ea9-11222e49719b	TCGA-H6-8124-01A-11	6ad9bd9d-4e87-4d0b-8aae-1e7d2d4f34ec	TCGA-H6-8124-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	7e4e5633-6f83-4b46-b6eb-64b3f2866ba3	TCGA-H6-8124	1c16619f-c448-430c-9965-3c34b8415514	TCGA-H6-8124-01A	5f5255b5-9c19-4d54-8ea9-11222e49719b	TCGA-H6-8124-01A-11	a989ca48-7be3-4f3e-b7ed-f0c23fcaabee	TCGA-H6-8124-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	7e4e5633-6f83-4b46-b6eb-64b3f2866ba3	TCGA-H6-8124	58fa2981-e47e-460c-af6c-4abfc2c6658a	TCGA-H6-8124-10A	557848fb-1883-4275-a8d1-4760f3722976	TCGA-H6-8124-10A-01	6f2c20e9-3171-4645-8496-b97780aa762d	TCGA-H6-8124-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	7e4e5633-6f83-4b46-b6eb-64b3f2866ba3	TCGA-H6-8124	58fa2981-e47e-460c-af6c-4abfc2c6658a	TCGA-H6-8124-10A	557848fb-1883-4275-a8d1-4760f3722976	TCGA-H6-8124-10A-01	e69743eb-3232-498d-b548-5a0bb6fac1ad	TCGA-H6-8124-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	ce2bfd9e-6382-47bb-9fd1-b77afe57e948	TCGA-S4-A8RP	7d8aeea9-463c-4a73-ad77-614887041c08	TCGA-S4-A8RP-01A	6ee098aa-4a33-4402-aae2-e3c46da29912	TCGA-S4-A8RP-01A-11	624a267c-99fe-408f-9b48-b1618a3e3aa7	TCGA-S4-A8RP-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	ce2bfd9e-6382-47bb-9fd1-b77afe57e948	TCGA-S4-A8RP	7d8aeea9-463c-4a73-ad77-614887041c08	TCGA-S4-A8RP-01A	6ee098aa-4a33-4402-aae2-e3c46da29912	TCGA-S4-A8RP-01A-11	78132f38-2606-4f8d-8aa1-51e977545fa4	TCGA-S4-A8RP-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	ce2bfd9e-6382-47bb-9fd1-b77afe57e948	TCGA-S4-A8RP	7d8aeea9-463c-4a73-ad77-614887041c08	TCGA-S4-A8RP-01A	6ee098aa-4a33-4402-aae2-e3c46da29912	TCGA-S4-A8RP-01A-11	da7613f7-7bc8-4d29-beae-92df0d42cc0d	TCGA-S4-A8RP-01A-11R	1.86	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.54	7.9	UV Spec	released	'--
TCGA-PAAD	ce2bfd9e-6382-47bb-9fd1-b77afe57e948	TCGA-S4-A8RP	b760a6ee-7f05-4402-b51b-7177ff66158f	TCGA-S4-A8RP-10A	134d4ffa-ba9c-403b-9d49-bc9a7c0d2ee1	TCGA-S4-A8RP-10A-01	724d5d53-9f5a-4ebe-9ea8-6d5755b5a02c	TCGA-S4-A8RP-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	ce2bfd9e-6382-47bb-9fd1-b77afe57e948	TCGA-S4-A8RP	b760a6ee-7f05-4402-b51b-7177ff66158f	TCGA-S4-A8RP-10A	134d4ffa-ba9c-403b-9d49-bc9a7c0d2ee1	TCGA-S4-A8RP-10A-01	83624a68-0518-4098-8fd1-5471e8b9bdcf	TCGA-S4-A8RP-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	d4f66f06-9289-45c1-b9eb-aaef991a4bb6	TCGA-HV-A5A3	975ba0d6-92b7-46f8-a564-f852554e706e	TCGA-HV-A5A3-01A	c340212e-ca39-477c-b564-7e1099c2a40b	TCGA-HV-A5A3-01A-11	67bd7c47-cd34-45bb-b9f2-2c7d2a7b7dc8	TCGA-HV-A5A3-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	d4f66f06-9289-45c1-b9eb-aaef991a4bb6	TCGA-HV-A5A3	975ba0d6-92b7-46f8-a564-f852554e706e	TCGA-HV-A5A3-01A	c340212e-ca39-477c-b564-7e1099c2a40b	TCGA-HV-A5A3-01A-11	96b9f420-7e10-451b-b63a-b0113b7ed522	TCGA-HV-A5A3-01A-11R	1.79	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.16	7.3	UV Spec	released	'--
TCGA-PAAD	d4f66f06-9289-45c1-b9eb-aaef991a4bb6	TCGA-HV-A5A3	975ba0d6-92b7-46f8-a564-f852554e706e	TCGA-HV-A5A3-01A	c340212e-ca39-477c-b564-7e1099c2a40b	TCGA-HV-A5A3-01A-11	bddf20e6-a116-482d-8537-cf06d335320a	TCGA-HV-A5A3-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	d4f66f06-9289-45c1-b9eb-aaef991a4bb6	TCGA-HV-A5A3	9e5ebd9a-2e65-482a-a967-294c4673fc2d	TCGA-HV-A5A3-11A	b75014df-b83f-4461-ae9f-bbd8ce240810	TCGA-HV-A5A3-11A-11	1173ba34-feae-45d7-bea0-6c0a2fd3e89b	TCGA-HV-A5A3-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	d4f66f06-9289-45c1-b9eb-aaef991a4bb6	TCGA-HV-A5A3	9e5ebd9a-2e65-482a-a967-294c4673fc2d	TCGA-HV-A5A3-11A	b75014df-b83f-4461-ae9f-bbd8ce240810	TCGA-HV-A5A3-11A-11	38ea5d5e-a0fd-4f5d-8183-1e5026295d31	TCGA-HV-A5A3-11A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	d4f66f06-9289-45c1-b9eb-aaef991a4bb6	TCGA-HV-A5A3	9e5ebd9a-2e65-482a-a967-294c4673fc2d	TCGA-HV-A5A3-11A	b75014df-b83f-4461-ae9f-bbd8ce240810	TCGA-HV-A5A3-11A-11	8e4b2d4b-ea3a-431d-a585-86009061789f	TCGA-HV-A5A3-11A-11R	1.81	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.35	7.4	UV Spec	released	'--
TCGA-PAAD	d4f66f06-9289-45c1-b9eb-aaef991a4bb6	TCGA-HV-A5A3	fffb519f-6aea-42bc-be7e-b314ba9d04c7	TCGA-HV-A5A3-10A	0496778c-65b5-44a7-81ac-2480f95ce840	TCGA-HV-A5A3-10A-01	a1bdfec8-a81e-4f52-9e22-6dea2fbeef27	TCGA-HV-A5A3-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	d4f66f06-9289-45c1-b9eb-aaef991a4bb6	TCGA-HV-A5A3	fffb519f-6aea-42bc-be7e-b314ba9d04c7	TCGA-HV-A5A3-10A	0496778c-65b5-44a7-81ac-2480f95ce840	TCGA-HV-A5A3-10A-01	d658a4f7-ce74-4fe3-bd9d-05779211311d	TCGA-HV-A5A3-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	70c2c861-01de-47bc-abfd-b7d14d68e1a1	TCGA-HZ-8519	3fc8ab9f-c744-4d0e-8f74-c6c436ab68e3	TCGA-HZ-8519-01A	7a7d1f6d-b928-4b8c-b723-a147c51caf6f	TCGA-HZ-8519-01A-11	4bb4b842-71e4-4e91-a88b-2292afb93288	TCGA-HZ-8519-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	70c2c861-01de-47bc-abfd-b7d14d68e1a1	TCGA-HZ-8519	3fc8ab9f-c744-4d0e-8f74-c6c436ab68e3	TCGA-HZ-8519-01A	7a7d1f6d-b928-4b8c-b723-a147c51caf6f	TCGA-HZ-8519-01A-11	515513e6-fb17-41af-9ac2-b00c14afe1bf	TCGA-HZ-8519-01A-11R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.03	7.6	UV Spec	released	'--
TCGA-PAAD	70c2c861-01de-47bc-abfd-b7d14d68e1a1	TCGA-HZ-8519	3fc8ab9f-c744-4d0e-8f74-c6c436ab68e3	TCGA-HZ-8519-01A	7a7d1f6d-b928-4b8c-b723-a147c51caf6f	TCGA-HZ-8519-01A-11	66ef4fa7-11a6-430c-8d24-e3eebfac6347	TCGA-HZ-8519-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	70c2c861-01de-47bc-abfd-b7d14d68e1a1	TCGA-HZ-8519	eac31853-6d29-4488-9774-732fb1102993	TCGA-HZ-8519-10A	ebc54ab2-4bb4-4798-9af3-c80f501b801c	TCGA-HZ-8519-10A-01	1889d349-cbf9-4a52-ae39-a98cbcb62628	TCGA-HZ-8519-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	70c2c861-01de-47bc-abfd-b7d14d68e1a1	TCGA-HZ-8519	eac31853-6d29-4488-9774-732fb1102993	TCGA-HZ-8519-10A	ebc54ab2-4bb4-4798-9af3-c80f501b801c	TCGA-HZ-8519-10A-01	2922b8a3-6105-46f1-b19c-5b0de4ec0037	TCGA-HZ-8519-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	0fa89fbc-307a-48d5-adce-192556755c22	TCGA-HV-AA8V	9990dd32-a644-4f71-abda-346872e7e89c	TCGA-HV-AA8V-01A	f7e83e44-a5fe-48b0-96dc-93a7ab3618a3	TCGA-HV-AA8V-01A-11	2731c15a-a6f1-4313-8d17-efe14924c389	TCGA-HV-AA8V-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	0fa89fbc-307a-48d5-adce-192556755c22	TCGA-HV-AA8V	9990dd32-a644-4f71-abda-346872e7e89c	TCGA-HV-AA8V-01A	f7e83e44-a5fe-48b0-96dc-93a7ab3618a3	TCGA-HV-AA8V-01A-11	a242e5d2-03da-419d-8abd-cc6cabf0264f	TCGA-HV-AA8V-01A-11R	1.82	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.31	8.0	UV Spec	released	'--
TCGA-PAAD	0fa89fbc-307a-48d5-adce-192556755c22	TCGA-HV-AA8V	e46f15c0-708c-400a-93bd-f6f0bd1837a9	TCGA-HV-AA8V-10A	ca91ba3d-e455-4bc7-ac62-717253b4a521	TCGA-HV-AA8V-10A-01	d3749a3d-7c90-4081-905b-a6632afb6252	TCGA-HV-AA8V-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	01775b06-5836-469c-8537-120cb8cc94e9	TCGA-IB-7897	12e15a11-ca0b-4593-b61e-ce5c276b60f7	TCGA-IB-7897-10A	76ecc8a1-eb0e-4c43-b091-fd9c2f99b646	TCGA-IB-7897-10A-01	1d53f4a6-f50b-4eef-8c3d-f24bacca9df9	TCGA-IB-7897-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	01775b06-5836-469c-8537-120cb8cc94e9	TCGA-IB-7897	12e15a11-ca0b-4593-b61e-ce5c276b60f7	TCGA-IB-7897-10A	76ecc8a1-eb0e-4c43-b091-fd9c2f99b646	TCGA-IB-7897-10A-01	da77451f-6c2e-4742-9d02-2f407af89f33	TCGA-IB-7897-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	01775b06-5836-469c-8537-120cb8cc94e9	TCGA-IB-7897	3af7b231-6638-498f-b778-cefb69b59968	TCGA-IB-7897-01A	63de31fa-561d-4f0d-9119-13eb1a014496	TCGA-IB-7897-01A-21	35cafe49-cc71-49dd-aee5-9b32f60cdf97	TCGA-IB-7897-01A-21R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.72	8.8	UV Spec	released	'--
TCGA-PAAD	01775b06-5836-469c-8537-120cb8cc94e9	TCGA-IB-7897	3af7b231-6638-498f-b778-cefb69b59968	TCGA-IB-7897-01A	63de31fa-561d-4f0d-9119-13eb1a014496	TCGA-IB-7897-01A-21	5ed743b5-9e22-493e-8150-95e5f5b311f1	TCGA-IB-7897-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	01775b06-5836-469c-8537-120cb8cc94e9	TCGA-IB-7897	3af7b231-6638-498f-b778-cefb69b59968	TCGA-IB-7897-01A	63de31fa-561d-4f0d-9119-13eb1a014496	TCGA-IB-7897-01A-21	635e595f-ec80-4276-8eb9-8bc7b2a9d6cd	TCGA-IB-7897-01A-21D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c53328b4-0930-4e6a-a648-283b5565295e	TCGA-2J-AABH	1360ccc3-4974-43b6-be60-4ac73668f7a8	TCGA-2J-AABH-10A	5a40572e-e0f6-48fe-b516-01a2970765a0	TCGA-2J-AABH-10A-01	fbcdd286-b48d-4341-b2ed-a4a710c5f545	TCGA-2J-AABH-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c53328b4-0930-4e6a-a648-283b5565295e	TCGA-2J-AABH	56d664e4-efa9-4ff7-b600-d198e6fbdcd7	TCGA-2J-AABH-01A	8c77ef47-a9df-4071-997d-322d3a814fb7	TCGA-2J-AABH-01A-21	4a90f37a-0147-4a4d-89e6-3a50c0adeb78	TCGA-2J-AABH-01A-21R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.51	8.1	UV Spec	released	'--
TCGA-PAAD	c53328b4-0930-4e6a-a648-283b5565295e	TCGA-2J-AABH	56d664e4-efa9-4ff7-b600-d198e6fbdcd7	TCGA-2J-AABH-01A	8c77ef47-a9df-4071-997d-322d3a814fb7	TCGA-2J-AABH-01A-21	c057f9db-eaff-4503-8aa3-84e460071bbd	TCGA-2J-AABH-01A-21D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	56a1b8ff-a71c-4e5f-9c3c-d8162ff896aa	TCGA-IB-A6UF	13b7a6ae-5d87-4fce-88b8-0c526b6301f1	TCGA-IB-A6UF-01A	2f09b82b-cc2d-4f04-9d05-b925793fd9a9	TCGA-IB-A6UF-01A-02	02e1f8ff-1c05-4524-b6de-931f5956ab34	TCGA-IB-A6UF-01A-23R	1.83	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.49	7.6	UV Spec	released	'--
TCGA-PAAD	56a1b8ff-a71c-4e5f-9c3c-d8162ff896aa	TCGA-IB-A6UF	13b7a6ae-5d87-4fce-88b8-0c526b6301f1	TCGA-IB-A6UF-01A	2f09b82b-cc2d-4f04-9d05-b925793fd9a9	TCGA-IB-A6UF-01A-02	39d1c856-3244-428d-9b02-2d80a40e5f73	TCGA-IB-A6UF-01A-23D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	56a1b8ff-a71c-4e5f-9c3c-d8162ff896aa	TCGA-IB-A6UF	13b7a6ae-5d87-4fce-88b8-0c526b6301f1	TCGA-IB-A6UF-01A	2f09b82b-cc2d-4f04-9d05-b925793fd9a9	TCGA-IB-A6UF-01A-02	cc29ca71-8d8d-46b4-86d9-213e72d39682	TCGA-IB-A6UF-01A-23W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	56a1b8ff-a71c-4e5f-9c3c-d8162ff896aa	TCGA-IB-A6UF	ea073b15-675d-430a-aa86-8bedef3b750c	TCGA-IB-A6UF-10A	762a100d-d138-4e33-af29-ac611421040f	TCGA-IB-A6UF-10A-01	6bf25c0f-5f17-47e4-9e0a-e26f67bd8bbb	TCGA-IB-A6UF-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	56a1b8ff-a71c-4e5f-9c3c-d8162ff896aa	TCGA-IB-A6UF	ea073b15-675d-430a-aa86-8bedef3b750c	TCGA-IB-A6UF-10A	762a100d-d138-4e33-af29-ac611421040f	TCGA-IB-A6UF-10A-01	87251429-8fd9-476c-bfd6-970fe356f01e	TCGA-IB-A6UF-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	dd5074b2-462d-4267-8b9b-5a4c54e5978c	TCGA-3A-A9IN	13e1f9c0-8caf-4c5c-8148-cecf8197bb53	TCGA-3A-A9IN-01A	017820f3-eca3-4ed6-a808-937e19673624	TCGA-3A-A9IN-01A-11	239655e3-017c-457f-b343-75d70afe3639	TCGA-3A-A9IN-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	dd5074b2-462d-4267-8b9b-5a4c54e5978c	TCGA-3A-A9IN	13e1f9c0-8caf-4c5c-8148-cecf8197bb53	TCGA-3A-A9IN-01A	017820f3-eca3-4ed6-a808-937e19673624	TCGA-3A-A9IN-01A-11	89a7e40b-2303-436d-b7de-6540cb9a88ef	TCGA-3A-A9IN-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	dd5074b2-462d-4267-8b9b-5a4c54e5978c	TCGA-3A-A9IN	13e1f9c0-8caf-4c5c-8148-cecf8197bb53	TCGA-3A-A9IN-01A	017820f3-eca3-4ed6-a808-937e19673624	TCGA-3A-A9IN-01A-11	a6e2c38b-84cf-4dc1-b26f-9275b840328b	TCGA-3A-A9IN-01A-11R	1.84	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.0	7.0	UV Spec	released	'--
TCGA-PAAD	dd5074b2-462d-4267-8b9b-5a4c54e5978c	TCGA-3A-A9IN	54c6ee88-1147-4899-a37a-49a272d07b1f	TCGA-3A-A9IN-10A	363ea10e-885c-48e1-a0da-92e50cf29fb2	TCGA-3A-A9IN-10A-01	6f33af04-29fc-4cfc-8fcf-1611ad1c189e	TCGA-3A-A9IN-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	dd5074b2-462d-4267-8b9b-5a4c54e5978c	TCGA-3A-A9IN	54c6ee88-1147-4899-a37a-49a272d07b1f	TCGA-3A-A9IN-10A	363ea10e-885c-48e1-a0da-92e50cf29fb2	TCGA-3A-A9IN-10A-01	e8267644-3add-42f7-aba9-b500108c2b3d	TCGA-3A-A9IN-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	9246c642-3231-4137-a24b-3efae151b655	TCGA-FB-A4P6	1412eb00-7508-4933-8888-e76fe385beff	TCGA-FB-A4P6-01A	8edc8c79-1e31-4fd9-b84f-364c50261fdd	TCGA-FB-A4P6-01A-12	0220b969-afa3-4339-806f-e2b503688325	TCGA-FB-A4P6-01A-12D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	9246c642-3231-4137-a24b-3efae151b655	TCGA-FB-A4P6	1412eb00-7508-4933-8888-e76fe385beff	TCGA-FB-A4P6-01A	8edc8c79-1e31-4fd9-b84f-364c50261fdd	TCGA-FB-A4P6-01A-12	3f4e4298-984d-424a-9e25-9deb3d1f5611	TCGA-FB-A4P6-01A-12R	1.91	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.3	7.9	UV Spec	released	'--
TCGA-PAAD	9246c642-3231-4137-a24b-3efae151b655	TCGA-FB-A4P6	1412eb00-7508-4933-8888-e76fe385beff	TCGA-FB-A4P6-01A	8edc8c79-1e31-4fd9-b84f-364c50261fdd	TCGA-FB-A4P6-01A-12	508f136f-5ba3-4317-aad8-22aa879d133a	TCGA-FB-A4P6-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	9246c642-3231-4137-a24b-3efae151b655	TCGA-FB-A4P6	85a0022c-833a-48eb-a6a6-b1c93a6ab339	TCGA-FB-A4P6-10A	ae9d20ec-9642-44d4-9a6c-295c1de4a9bf	TCGA-FB-A4P6-10A-01	84c3e9e8-e88c-470d-8fb7-0c979fff3027	TCGA-FB-A4P6-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	9246c642-3231-4137-a24b-3efae151b655	TCGA-FB-A4P6	85a0022c-833a-48eb-a6a6-b1c93a6ab339	TCGA-FB-A4P6-10A	ae9d20ec-9642-44d4-9a6c-295c1de4a9bf	TCGA-FB-A4P6-10A-01	99a2435f-82e8-46a6-99fb-70bddece8588	TCGA-FB-A4P6-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	18960eb6-2d79-4d12-886a-4cd1e8fc1e21	TCGA-IB-AAUW	73caa9fe-4293-4a71-9534-0d5adce937c1	TCGA-IB-AAUW-01A	bdbb7370-3114-423d-bed0-12c98081f4c1	TCGA-IB-AAUW-01A-01	5314ef37-7f83-4e60-89e9-6736ceec8581	TCGA-IB-AAUW-01A-12R	1.8	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.22	7.6	UV Spec	released	'--
TCGA-PAAD	18960eb6-2d79-4d12-886a-4cd1e8fc1e21	TCGA-IB-AAUW	73caa9fe-4293-4a71-9534-0d5adce937c1	TCGA-IB-AAUW-01A	bdbb7370-3114-423d-bed0-12c98081f4c1	TCGA-IB-AAUW-01A-01	963500db-8c3b-405d-ae55-fe6b500e0776	TCGA-IB-AAUW-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	18960eb6-2d79-4d12-886a-4cd1e8fc1e21	TCGA-IB-AAUW	73caa9fe-4293-4a71-9534-0d5adce937c1	TCGA-IB-AAUW-01A	bdbb7370-3114-423d-bed0-12c98081f4c1	TCGA-IB-AAUW-01A-01	c0d3491e-7f33-42a2-bfa6-7c911f26fe77	TCGA-IB-AAUW-01A-12D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	18960eb6-2d79-4d12-886a-4cd1e8fc1e21	TCGA-IB-AAUW	e9c7de01-a0a4-47e0-9ac7-46578acdd93d	TCGA-IB-AAUW-10A	1f68d956-4a9b-411b-934e-e1897e975426	TCGA-IB-AAUW-10A-01	6160143a-a898-4a9e-86c5-d9416f3d77f5	TCGA-IB-AAUW-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	18960eb6-2d79-4d12-886a-4cd1e8fc1e21	TCGA-IB-AAUW	e9c7de01-a0a4-47e0-9ac7-46578acdd93d	TCGA-IB-AAUW-10A	1f68d956-4a9b-411b-934e-e1897e975426	TCGA-IB-AAUW-10A-01	6af41f3b-c528-4fd4-8a56-18d3df90680d	TCGA-IB-AAUW-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	a4569ce7-dde7-4660-a24c-409d294b2b8c	TCGA-2J-AABP	22eed1bc-5f28-4030-b8f1-f80cf2080e90	TCGA-2J-AABP-10A	5d8d65da-b2d6-40b8-887c-7bbfaf98a813	TCGA-2J-AABP-10A-01	8c706bff-3a92-48f7-a570-908651281ca4	TCGA-2J-AABP-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	a4569ce7-dde7-4660-a24c-409d294b2b8c	TCGA-2J-AABP	be6085d3-e73b-4e26-b7d3-f768072592bb	TCGA-2J-AABP-01A	e5d96b88-02f6-4991-be72-de29395c9eea	TCGA-2J-AABP-01A-11	3ca42fb2-45c4-45e9-966e-43e59fb5acbb	TCGA-2J-AABP-01A-11R	1.82	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.86	9.0	UV Spec	released	'--
